Name,OttoneuID,"FG MajorLeagueID","FG MinorLeagueID","MLB Org",Position(s),"Avg Salary","Median Salary","Min Salary","Max Salary","Last 10",Roster%
"Hayden Birdsong",42552,31635,sa3020409,SFG,SP/RP,$1.75,$1.50,$1,$3,$1.80,6.78
"Tyler Holton",37674,26231,sa3011295,DET,SP/RP,$1.75,$1.00,$1,$4,$1.10,6.78
"JoJo Parker",47541,,sa3069248,"TOR A+",SS,$1.75,$1.50,$1,$3,$1.75,6.78
"Ricky Tiedemann",40936,30165,sa3018096,TOR,RP,$1.75,$1.00,$1,$4,$1.70,13.559
"Brooks Raley",4970,10061,sa501562,PHI,RP,$1.75,$1.00,$1,$5,$1.20,47.458
"David Sandlin",42679,31743,sa3020606,"CHW AAA",SP/RP,$1.75,$2.00,$1,$2,$2.90,6.78
"Tyler Freeman",26882,22532,sa3004755,"COL AAA",2B/OF,$1.75,$1.50,$1,$3,$1.20,6.78
"Eduardo Quintero",43129,,sa3021208,"LAD A+",OF,$1.74,$1.00,$1,$6,$1.80,38.983
"Andrew Fischer",47657,,sa3031366,"MIL AA",1B/3B,$1.73,$1.00,$1,$5,$1.40,50.847
"Yennier Cano",37946,25911,sa3011688,BAL,RP,$1.73,$2.00,$1,$4,$1.90,69.492
"Jordan Romano",21170,16122,sa829155,COL,RP,$1.72,$2.00,$1,$4,$1.70,49.153
"Randy Rodriguez",34389,23974,sa3006366,SFG,RP,$1.72,$1.00,$1,$5,$1.60,30.508
"Mickey Gasper",35304,24759,sa3007747,BOS,C/1B,$1.70,$1.00,$1,$8,$1.90,45.763
"Sean Newcomb",18459,16943,sa709548,CHW,SP/RP,$1.70,$1.00,$1,$5,$1.70,62.712
"Lenyn Sosa",26411,22896,sa3004051,"TOR AAA",1B/2B,$1.67,$1.00,$1,$3,$1.90,5.085
"Carlos Narvaez",32084,19722,sa916966,BAL,C,$1.67,$2.00,$1,$2,$1.20,5.085
"Jack Wenninger",44501,,sa3023282,"NYM AAA",SP/RP,$1.67,$2.00,$1,$2,$1.80,5.085
"Caleb Thielbar",6225,10078,sa502074,CHC,RP,$1.67,$1.00,$1,$3,$1.50,5.085
"Cooper Ingle",44349,33708,sa3023069,"CLE AAA",C/OF,$1.67,$1.00,$1,$5,$2.30,15.254
"Eduard Bazardo",22527,20997,sa873313,SEA,RP,$1.67,$1.50,$1,$3,$1.40,40.678
"Cole Sands",35878,21461,sa3008611,MIN,RP,$1.67,$1.00,$1,$3,$2.30,5.085
"Jeferson Quero",38989,28272,sa3015407,"MIL AAA",C,$1.67,$1.00,$1,$3,$1.00,5.085
"Colin Rea",18524,12317,sa578060,CHC,SP/RP,$1.67,$1.00,$1,$7,$1.50,20.339
"Randy Dobnak",27170,23798,sa3005287,KCR,SP/RP,$1.67,$1.00,$1,$4,$1.50,15.254
"Jonah Cox",44006,33270,sa3022541,SFG,OF,$1.67,$2.00,$1,$2,$1.60,5.085
"Hunter Dobbins",41027,30240,sa3018275,STL,SP,$1.67,$2.00,$1,$2,$1.40,5.085
"Alex Freeland",42713,31665,sa3020653,LAD,2B/SS/3B,$1.67,$1.00,$1,$3,$1.90,10.169
"Hyeseong Kim",46089,35322,sa3012639,"LAD AAA",2B/SS/OF,$1.67,$1.00,$1,$3,$1.60,5.085
"Deyvison De Los Santos",38818,27969,sa3015168,MIA,1B/3B,$1.67,$2.00,$1,$2,$1.70,5.085
"Luis Campusano",26404,22217,sa3004041,SDP,C,$1.67,$1.00,$1,$5,$1.40,45.763
"Griffin Canning",33604,19867,sa829807,SDP,SP/RP,$1.67,$1.00,$1,$3,$2.10,10.169
"Jack Dreyer",41400,30249,sa3018789,LAD,SP/RP,$1.65,$1.00,$1,$4,$1.50,28.814
"Joc Pederson",14895,11899,sa549081,TEX,1B,$1.64,$1.00,$1,$5,$1.40,18.644
"Slade Cecconi",38480,27500,sa3014739,CLE,SP,$1.63,$1.00,$1,$3,$2.20,13.559
"Bryce Rainer",45797,,sa3066592,"DET A+",SS,$1.62,$1.00,$1,$4,$1.30,35.593
"Kevin Kelly",36825,25679,sa3009999,TBR,RP,$1.61,$1.00,$1,$4,$1.70,100
"A.J. Minter",23679,18655,sa659284,MIN,RP,$1.60,$1.00,$1,$4,$1.20,25.424
"Graham Ashcraft",37171,27552,sa918274,CIN,SP/RP,$1.60,$1.00,$1,$5,$1.50,42.373
"Paul Goldschmidt",4374,9218,sa501577,NYY,1B,$1.60,$1.00,$1,$6,$1.80,25.424
"Will Klein",38386,27787,sa3014487,LAD,RP,$1.60,$1.00,$1,$4,$1.70,8.475
"Rafael Flores Jr.",42430,31991,sa3020243,PIT,C/1B,$1.60,$1.00,$1,$6,$2.50,25.424
"Luke Raley",32655,19354,sa918048,SEA,1B/OF,$1.59,$1.00,$1,$3,$2.60,28.814
"Kirby Yates",6175,9073,sa505235,PIT,RP,$1.58,$1.00,$1,$5,$1.00,20.339
"Jamie Arnold",47565,,sa3026225,"ATH AAA",SP,$1.58,$1.00,$1,$5,$1.80,32.203
"Spencer Miles",42598,31621,sa3020475,TOR,SP/RP,$1.58,$1.00,$1,$7,$1.80,44.068
"Colin Holderman",32710,22361,sa918172,CLE,RP,$1.57,$1.00,$1,$4,$1.60,35.593
"Anthony Seigler",33610,23802,sa3006894,"BOS AAA",C/2B/3B,$1.57,$1.00,$1,$4,$1.50,11.864
"Ildemaro Vargas",16191,13324,sa504705,ARI,1B/2B/3B,$1.57,$1.00,$1,$4,$1.90,23.729
"Jack Kochanowicz",38430,27688,sa3014539,LAA,SP,$1.57,$1.00,$1,$3,$1.80,11.864
"Drew Thorpe",42728,31967,sa3020678,CHW,SP/RP,$1.57,$1.00,$1,$4,$1.50,23.729
"Paul Blackburn",23839,14739,sa657872,NYY,SP/RP,$1.57,$1.00,$1,$5,$2.00,38.983
"Josiah Hartshorn",48165,,sa3069285,"CHC A+",1B/OF,$1.56,$1.00,$1,$4,$1.60,15.254
"Yohan Ramirez",33419,19444,sa922200,PIT,RP,$1.55,$1.00,$1,$5,$2.10,18.644
"Joe Mack",40520,29780,sa3017374,MIA,C,$1.54,$1.00,$1,$5,$2.00,44.068
"Travis Sykora",44659,33573,sa3023557,"WSN AA",SP,$1.54,$1.00,$1,$3,$1.50,22.034
"Alfredo Duno",42988,,sa3021066,"CIN AA",C,$1.52,$1.00,$1,$3,$1.50,35.593
"Trey Gibson",44473,33794,sa3023250,"BAL AAA",SP,$1.50,$1.50,$1,$2,$1.40,3.39
"Luis Hernandez",48314,,sa3076284,"SFG A",SS/3B,$1.50,$1.50,$1,$2,$1.50,3.39
"Jesús  Báez",41258,,sa3018507,"STL AA",SS/3B,$1.50,$1.00,$1,$3,$1.50,6.78
"Brandon Compton",47610,,sa3029229,"MIA AAA",OF,$1.50,$1.50,$1,$2,$1.40,6.78
"Isiah Kiner-Falefa",19368,16512,sa737855,BOS,2B/SS/3B,$1.50,$1.50,$1,$2,$1.30,3.39
"Danny Jansen",19481,16535,sa738162,TEX,C,$1.50,$1.50,$1,$2,$1.30,3.39
"Josh Adamczewski",44421,,sa3023168,"MIL AA",2B/OF,$1.50,$1.00,$1,$3,$1.40,6.78
"Chase Silseth",40821,30074,sa3017871,TEX,SP/RP,$1.50,$1.50,$1,$2,$1.60,6.78
"John Rave",37175,26284,sa918890,KCR,OF,$1.50,$1.50,$1,$2,$1.10,3.39
"Isaac Mattson",31933,20385,sa915667,PIT,RP,$1.50,$1.50,$1,$2,$1.40,3.39
"Kyle Hurt",39868,27514,sa3016453,LAD,RP,$1.50,$1.50,$1,$2,$1.90,13.559
"Andrew Nardi",37639,25942,sa3011234,MIA,RP,$1.50,$1.50,$1,$2,$1.20,3.39
"James Triantos",40465,29795,sa3017295,"CHC AAA",2B/3B/OF,$1.50,$1.50,$1,$2,$1.00,3.39
"Drew Gilbert",42276,31545,sa3019980,SFG,OF,$1.50,$1.50,$1,$2,$1.60,3.39
"Andrew Sears",44398,33664,sa3023133,DET,SP/RP,$1.50,$1.50,$1,$2,$1.25,3.39
"Jacob Melton",42283,31661,sa3019988,"TBR AAA",OF,$1.50,$1.00,$1,$3,$1.20,6.78
"Brandon Walter",37401,26056,sa3010826,HOU,SP/RP,$1.50,$1.50,$1,$2,$1.90,3.39
"Jared Koenig",38641,27517,sa3014906,"MIL AAA",RP,$1.50,$1.00,$1,$3,$1.10,6.78
"DL Hall",27165,22207,sa3005282,MIL,RP,$1.50,$1.50,$1,$2,$1.20,3.39
"Cam Collier",42359,,sa3020131,"CIN AA",1B/3B,$1.50,$1.50,$1,$2,$1.00,3.39
"Taylor Rogers",23675,13449,sa503168,MIN,RP,$1.50,$1.00,$1,$3,$1.70,6.78
"Brock Stewart",23622,16727,sa550113,LAD,RP,$1.50,$1.50,$1,$2,$1.10,3.39
"Brad Lord",42798,31972,sa3020812,WSN,SP/RP,$1.50,$1.00,$1,$4,$1.30,13.559
"Jaison Chourio",41151,,sa3018399,"CLE AA",OF,$1.50,$1.50,$1,$2,$1.00,3.39
"Luinder Avila",34494,24452,sa3006507,KCR,SP/RP,$1.50,$1.00,$1,$3,$1.30,6.78
"Josuar Gonzalez",46099,,sa3067675,"SFG A",SS,$1.48,$1.00,$1,$3,$1.30,38.983
"Joseph Dzierwa",47646,,sa3030726,"BAL AA",SP,$1.47,$1.00,$1,$5,$1.50,32.203
"Gabriel Hughes",42717,31614,sa3020661,COL,SP,$1.46,$1.00,$1,$5,$1.50,22.034
"Anthony Bender",32871,19742,sa918438,"MIA AAA",RP,$1.45,$1.00,$1,$3,$1.40,18.644
"Lucas Giolito",18195,15474,sa657908,SDP,SP,$1.45,$1.00,$1,$3,$1.80,18.644
"Enyel De Los Santos",23339,18403,sa877528,HOU,RP,$1.45,$1.00,$1,$5,$1.70,18.644
"Tyler Alexander",19575,17735,sa738285,TEX,SP/RP,$1.44,$1.00,$1,$2,$1.30,15.254
"Jackson Kent",46223,35462,sa3035282,WSN,SP,$1.44,$1.00,$1,$4,$1.60,15.254
"Jake Mangum",37660,26202,sa3011255,PIT,OF,$1.43,$1.00,$1,$6,$1.20,50.847
"Jonathan Bowlan",34879,24607,sa3006973,PHI,RP,$1.43,$1.00,$1,$5,$1.80,62.712
"Joey Ortiz",36743,25493,sa3009889,MIL,SS/3B,$1.43,$1.00,$1,$3,$1.60,11.864
"Nate Pearson",27059,20160,sa3005097,KCR,RP,$1.43,$1.00,$1,$4,$1.30,11.864
"Kevin Ginkel",31509,19876,sa829213,ARI,RP,$1.42,$1.00,$1,$4,$1.30,20.339
"Tyler Phillips",22968,20629,sa875646,MIA,SP/RP,$1.40,$1.00,$1,$2,$1.30,8.475
"Will Dion",40806,30061,sa3017850,WSN,SP/RP,$1.40,$1.00,$1,$2,$1.70,8.475
"Sean Keys",45857,35094,sa3025317,TOR,1B/3B,$1.36,$1.00,$1,$3,$1.60,23.729
"Derek Curiel",49684,,sa3058966,,Util,$1.33,$1.00,$1,$2,$1.50,5.085
"Blake Dunn",40136,29487,sa3016823,CIN,OF,$1.33,$1.00,$1,$2,$1.20,5.085
"Grant Anderson",34646,20546,sa3006706,MIL,RP,$1.33,$1.00,$1,$2,$1.10,5.085
"Ramon Marquez",46581,,sa3067514,"SFG A+",SP,$1.33,$1.00,$1,$2,$1.33,5.085
"George Soriano",32411,21863,sa917493,STL,RP,$1.33,$1.00,$1,$2,$1.33,5.085
"Michael Petersen",30725,20827,sa658475,MIA,RP,$1.33,$1.00,$1,$4,$1.00,71.186
"Max Anderson",44020,,sa3022567,"DET AAA",2B/3B,$1.33,$1.00,$1,$2,$1.50,5.085
"Grant Wolfram",35677,21623,sa3008313,BAL,RP,$1.33,$1.00,$1,$2,$1.10,10.169
"Parker Meadows",35450,23800,sa3007943,DET,OF,$1.33,$1.00,$1,$3,$1.90,10.169
"Bryan De La Cruz",20670,19600,sa828304,PHI,OF,$1.33,$1.00,$1,$2,$1.30,5.085
"Wade Meckler",42347,31490,sa3020119,LAA,OF,$1.33,$1.00,$1,$2,$1.70,10.169
"Blake Treinen",18414,12572,sa549672,LAD,RP,$1.33,$1.00,$1,$2,$1.40,5.085
"Justin Gonzales",44804,,sa3023757,"BOS AA",OF,$1.33,$1.00,$1,$2,$1.29,10.169
"Tim Hill",21514,16814,sa829603,NYY,RP,$1.33,$1.00,$1,$3,$1.10,10.169
"Aaron Civale",31750,19479,sa874216,CHC,SP/RP,$1.33,$1.00,$1,$2,$1.10,5.085
"Caden Hunter",47938,,sa3059552,"BAL AA",SP,$1.33,$1.00,$1,$3,$1.33,15.254
"Ethan Pecko",44295,33515,sa3022997,HOU,SP/RP,$1.33,$1.00,$1,$2,$1.20,5.085
"Brandon Williamson",37811,25463,sa3011494,CIN,SP,$1.33,$1.00,$1,$2,$1.20,5.085
"Brusdar Graterol",22524,20367,sa873310,LAD,RP,$1.33,$1.00,$1,$2,$1.20,5.085
"Josh Bell",18152,13145,sa597768,MIN,1B,$1.32,$1.00,$1,$4,$1.30,32.203
"Gary Sanchez",14078,11442,sa549555,MIL,C/1B,$1.29,$1.00,$1,$2,$1.10,11.864
"Xavier Isaac",42621,,sa3020498,"TBR AAA",1B,$1.29,$1.00,$1,$3,$1.30,11.864
"Michael Massey",37098,27684,sa1115910,KCR,2B/OF,$1.27,$1.00,$1,$2,$1.20,18.644
"Steven Okert",18421,13580,sa550187,HOU,RP,$1.27,$1.00,$1,$4,$1.30,44.068
"Jacob Young",40641,29931,sa3017563,WSN,OF,$1.27,$1.00,$1,$4,$1.10,25.424
"Hogan Harris",36808,21520,sa3009982,ATH,RP,$1.27,$1.00,$1,$4,$1.10,50.847
"Arjun Nimmala",43892,,sa3022892,"LAA AA",SS,$1.25,$1.00,$1,$2,$1.20,13.559
"Jordan Hicks",23864,19618,sa875019,CHW,SP/RP,$1.25,$1.00,$1,$2,$1.30,6.78
"Ryne Stanek",18394,15947,sa548245,STL,RP,$1.25,$1.00,$1,$2,$1.10,6.78
"Ronny Henriquez",34103,24094,sa3005835,MIA,RP,$1.25,$1.00,$1,$2,$1.60,6.78
"Dylan Dodd",40701,29928,sa3017684,ATL,RP,$1.25,$1.00,$1,$3,$1.40,20.339
"Nasim Nunez",37304,25979,sa3010695,WSN,2B/SS,$1.25,$1.00,$1,$2,$1.20,6.78
"Hunter Harvey",18283,15507,sa737510,CHC,RP,$1.25,$1.00,$1,$3,$1.70,20.339
"Murf Gray",47682,,sa3032619,"PIT AA",3B,$1.22,$1.00,$1,$2,$1.22,15.254
"Victor Caratini",19285,14968,sa737618,MIN,C/1B,$1.20,$1.00,$1,$2,$1.10,8.475
"Blake Burke",45899,,sa3025381,"MIL AAA",1B,$1.20,$1.00,$1,$2,$1.20,8.475
"Jose Berrios",18201,14168,sa657852,TOR,SP,$1.20,$1.00,$1,$2,$2.40,8.475
"Andrew Benintendi",18491,17901,sa738659,CHW,OF,$1.19,$1.00,$1,$3,$1.00,27.119
"Tyler Bell",49677,,sa3058609,,Util,$1.17,$1.00,$1,$2,$1.14,10.169
"Owen Ayers",45944,,sa3025449,"CHC AAA",C,$1.17,$1.00,$1,$2,$1.25,10.169
"Justin Sterner",38613,27694,sa3014864,ATH,RP,$1.17,$1.00,$1,$2,$1.30,10.169
"Luis Mey",36900,25620,sa3010130,CIN,RP,$1.17,$1.00,$1,$2,$1.30,10.169
"Brody Hopkins",44639,,sa3023515,"TBR AAA",SP/RP,$1.15,$1.00,$1,$3,$1.30,22.034
"Justin Verlander",15261,8700,sa277705,DET,SP,$1.14,$1.00,$1,$2,$1.40,11.864
"Taylor Clarke",22692,17611,sa874810,ARI,RP,$1.14,$1.00,$1,$2,$1.40,11.864
"John Peck",44224,33500,sa3022896,DET,SS/3B,$1.13,$1.00,$1,$2,$1.11,13.559
"Jonathan India",33619,21523,sa3008178,KCR,2B/3B/OF,$1.11,$1.00,$1,$2,$1.70,15.254
"A.J. Puk",23660,19343,sa738675,ARI,RP,$1.10,$1.00,$1,$2,$1.30,52.542
"Miguel Amaya",32321,21693,sa917354,CHC,C,$1.00,$1.00,$1,$1,$1.20,5.085
"Cade Povich",40771,30055,sa3017787,"BAL AAA",SP,$1.00,$1.00,$1,$1,$1.60,1.695
"Owen Carey",46398,,sa3067044,"ATL AA",OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Denzel Clarke",40562,29858,sa3017426,ATH,OF,$1.00,$1.00,$1,$1,$1.60,1.695
"BJ Murray",40457,29767,sa3017287,CHC,1B/3B,$1.00,$1.00,$1,$1,$1.00,1.695
"Austin Hedges",18207,12976,sa597799,CLE,C,$1.00,$1.00,$1,$1,$1.30,1.695
"Ryan Vilade",26562,22165,sa3004256,TBR,1B/2B/OF,$1.00,$1.00,$1,$1,$1.13,10.169
"Jonathan Santucci",46280,,sa3041559,"NYM AAA",SP,$1.00,$1.00,$1,$1,$1.60,3.39
"Brandon Valenzuela",34005,23813,sa3005729,TOR,C,$1.00,$1.00,$1,$1,$1.40,5.085
"Joel Kuhnel",32736,19995,sa918205,SFG,RP,$1.00,$1.00,$1,$1,$2.40,3.39
"Yostin Pena",48580,,sa3076545,"NYY A",OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Bryan Hudson",22701,19924,sa874984,CHW,SP/RP,$1.00,$1.00,$1,$1,$1.10,15.254
"Gerardo Carrillo",25733,22754,sa3002790,ARI,RP,$1.00,$1.00,$1,$1,$2.50,1.695
"Conor Essenburg",48161,,sa3069281,"ATL A+",OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Manuel Pena",39287,,sa3015715,"ARI AAA",1B/OF,$1.00,$1.00,$1,$1,$1.00,3.39
"Craig Kimbrel",5677,6655,sa454499,KCR,RP,$1.00,$1.00,$1,$1,$2.00,1.695
"Huascar Brazoban",30367,6107,sa657849,"CHW AAA",SP/RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Jose Urquidy",23453,18413,sa879512,CHW,SP/RP,$1.00,$1.00,$1,$1,$1.50,1.695
"Jose Franco",36000,27014,sa3008714,"CIN A+",SP/RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Luis Garcia",27115,23735,sa3005197,NYY,SP/RP,$1.00,$1.00,$1,$1,$3.00,1.695
"MJ Melendez",26472,22197,sa3004139,"NYM AAA",OF,$1.00,$1.00,$1,$1,$1.40,1.695
"Tyson Hardin",46024,,sa3025574,"MIL AAA",SP,$1.00,$1.00,$1,$1,$1.80,3.39
"Tanner Franklin",47665,,sa3031652,"STL AA",SP,$1.00,$1.00,$1,$1,$1.40,3.39
"Dax Kilby",48019,,sa3069080,"NYY A",SS,$1.00,$1.00,$1,$1,$1.17,1.695
"Boston Smith",47862,,sa3042491,"SEA AA",C,$1.00,$1.00,$1,$1,$1.00,1.695
"Jonathon Long",44199,,sa3022864,"MIA AAA",1B/OF,$1.00,$1.00,$1,$1,$1.60,1.695
"AJ Gracia",49455,,sa3032552,,Util,$1.00,$1.00,$1,$1,$1.00,1.695
"Mitch Bratt",40722,30003,sa3017719,"ARI AAA",SP,$1.00,$1.00,$1,$1,$1.10,3.39
"Victor Mederos",42372,31533,sa3020173,ATL,SP/RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Cam Booser",20219,16061,sa754843,TBR,RP,$1.00,$1.00,$1,$1,$1.20,5.085
"Logan Evans",44354,33699,sa3023077,SEA,SP,$1.00,$1.00,$1,$1,$1.80,1.695
"Rintaro Sasaki",49724,,sa3060492,,Util,$1.00,$1.00,$1,$1,$1.50,1.695
"Gordon Graceffo",40167,29519,sa3016849,STL,RP,$1.00,$1.00,$1,$1,$1.30,1.695
"Kyle Hart",32852,19646,sa918414,SDP,SP/RP,$1.00,$1.00,$1,$1,$1.10,5.085
"John Taylor",47454,,sa3068818,"TEX AAA",1B/2B/SS/3B,$1.00,$1.00,$1,$1,$1.00,1.695
"Bo Naylor",33676,21865,sa3008247,MIL,C,$1.00,$1.00,$1,$1,$1.40,1.695
"Kody Funderburk",35320,24993,sa3007780,MIN,RP,$1.00,$1.00,$1,$1,$1.10,1.695
"Kruz Schoolcraft",48037,,sa3069203,"SDP A",SP,$1.00,$1.00,$1,$1,$1.00,1.695
"Cade Marlowe",36770,25505,sa1170288,"LAA AAA",OF,$1.00,$1.00,$1,$1,$1.90,1.695
"Wyatt Olds",40617,29922,sa3017539,BOS,RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Ben Ross",42514,31710,sa3020353,MIN,SS/3B/OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Nathan Church",42145,31357,sa3019842,STL,OF,$1.00,$1.00,$1,$1,$1.20,6.78
"Mason Fluharty",42445,31553,sa3020261,TOR,RP,$1.00,$1.00,$1,$1,$1.20,5.085
"Ryan Clifford",42354,,sa3020126,"NYM AAA",1B/OF,$1.00,$1.00,$1,$1,$1.90,1.695
"Leo Bernal",39345,29016,sa3015773,STL,C,$1.00,$1.00,$1,$1,$1.00,13.559
"Braylon Payne",46071,,sa3025647,"MIL AA",OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Brock Rodden",43934,33191,sa3022432,SEA,2B/SS/3B,$1.00,$1.00,$1,$1,$2.50,3.39
"Parks Harber",45848,,sa3025308,"SFG AAA",3B/OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Tanner McDougal",40578,29887,sa3017471,"CHW AAA",SP/RP,$1.00,$1.00,$1,$1,$1.90,3.39
"Cesar Perdomo",41773,30334,sa3019248,SFG,SP/RP,$1.00,$1.00,$1,$1,$1.00,3.39
"Tanner Houck",23811,19879,sa829037,BOS,SP,$1.00,$1.00,$1,$1,$1.60,6.78
"Ryan Bergert",40554,29863,sa3017418,"KCR AAA",SP,$1.00,$1.00,$1,$1,$1.70,1.695
"Patrick Corbin",8520,9323,sa500846,TOR,SP,$1.00,$1.00,$1,$1,$1.40,1.695
"Devin Fitz-Gerald",46484,,sa3067320,"WSN AA",2B/SS,$1.00,$1.00,$1,$1,$1.11,1.695
"David Hamilton",38344,27531,sa3014434,MIL,2B/SS/3B,$1.00,$1.00,$1,$1,$1.20,3.39
"Jesus Rodriguez",36199,26991,sa3008916,SFG,C/3B,$1.00,$1.00,$1,$1,$1.90,1.695
"Gage Workman",38348,27573,sa3014441,"SDP AAA",SS/3B/OF,$1.00,$1.00,$1,$1,$1.70,1.695
"Javier Baez",18123,12979,sa597757,DET,2B/SS/3B/OF,$1.00,$1.00,$1,$1,$1.30,3.39
"Evan Phillips",30979,17734,sa658921,LAD,RP,$1.00,$1.00,$1,$1,$1.60,8.475
"Chris Hacopian",49464,,sa3032936,"WSN A+",Util,$1.00,$1.00,$1,$1,$1.00,1.695
"Max Kepler",14131,12144,sa549507,FA,OF,$1.00,$1.00,$1,$1,$1.30,1.695
"Jonny Deluca",37916,26365,sa3011644,TBR,OF,$1.00,$1.00,$1,$1,$1.40,8.475
"Julio Urias",18240,14765,sa736324,LAD,RP,$1.00,$1.00,$1,$1,$1.10,1.695
"Nolan Jones",23870,20529,sa917941,"SEA AAA",OF,$1.00,$1.00,$1,$1,$1.30,1.695
"Michael Forret",44617,,sa3023479,"BAL AAA",SP,$1.00,$1.00,$1,$1,$1.00,5.085
"Alek Thomas",33681,23792,sa3006892,"LAD AAA",OF,$1.00,$1.00,$1,$1,$1.00,3.39
"Joel Peguero",32455,21951,sa917689,SFG,RP,$1.00,$1.00,$1,$1,$1.25,1.695
"Jorbit Vivas",33837,23917,sa3005511,WSN,2B/3B,$1.00,$1.00,$1,$1,$1.00,1.695
"Tyler Hardman",40236,,sa3016955,"NYY AAA",1B/3B,$1.00,$1.00,$1,$1,$1.00,1.695
"Scott Alexander",14022,10591,sa526516,"KCR AAA",RP,$1.00,$1.00,$1,$1,$1.40,1.695
"Shotaro Morii",46092,,sa3067343,"ATH A",2B/SS/Util/SP,$1.00,$1.00,$1,$1,$1.00,1.695
"Jim Jarvis",44222,33492,sa3022891,"ATL AAA",SS,$1.00,$1.00,$1,$1,$1.00,1.695
"Donovan Walton",31046,19314,sa659038,ATH,2B/SS/3B/OF,$1.00,$1.00,$1,$1,$1.20,1.695
"Jhonny Level",44929,,sa3023898,"SFG A+",SS,$1.00,$1.00,$1,$1,$1.00,1.695
"Luis De Leon",41808,30944,sa3019283,BAL,SP/RP,$1.00,$1.00,$1,$1,$1.00,3.39
"Christian Vazquez",5723,9774,sa455056,HOU,C,$1.00,$1.00,$1,$1,$1.60,3.39
"Aaron Walton",47905,,sa3044756,"CLE AA",OF,$1.00,$1.00,$1,$1,$1.00,1.695
"Kyson Witherspoon",47918,,sa3045487,"BAL A+",SP,$1.00,$1.00,$1,$1,$1.75,1.695
"Ryan McMahon",18328,15112,sa737539,NYY,3B,$1.00,$1.00,$1,$1,$1.90,6.78
"Lake Bachar",32612,19222,sa917993,PIT,SP/RP,$1.00,$1.00,$1,$1,$1.13,3.39
"Zack Littell",19437,15823,sa737929,FA,SP/RP,$1.00,$1.00,$1,$1,$1.40,1.695
"Edouard Julien",38350,27534,sa3014445,"COL AAA",1B/2B,$1.00,$1.00,$1,$1,$1.50,3.39
"Trevor Richards",23761,19309,sa922230,CHW,RP,$1.00,$1.00,$1,$1,$1.20,1.695
"Tejay Antone",30764,16233,sa658534,CIN,RP,$1.00,$1.00,$1,$1,$1.50,1.695
"Brady Smith",46454,,sa3067255,"DET A+",SP,$1.00,$1.00,$1,$1,$1.00,1.695
"Yunior Marte",41119,31097,sa3018367,SFG,SP/RP,$1.00,$1.00,$1,$1,$1.00,5.085
"Peyton Gray",35519,25310,sa3008046,TEX,RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Jared Young",26976,20404,sa3004937,NYM,1B/OF,$1.00,$1.00,$1,$1,$1.10,8.475
"Masataka Yoshida",42722,31837,,BOS,OF,$1.00,$1.00,$1,$1,$1.40,11.864
"Yoan Moncada",18425,17232,sa864590,LAA,3B,$1.00,$1.00,$1,$1,$1.20,1.695
"Robert Stephenson",18135,13594,sa597792,LAA,RP,$1.00,$1.00,$1,$1,$1.20,8.475
"Brendan Beck",42730,33043,sa3020680,"NYY AAA",SP/RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Jake Gelof",44043,,sa3022600,"LAD AA",1B/2B/3B,$1.00,$1.00,$1,$1,$1.00,1.695
"Nolan Perry",43264,,sa3021476,"TOR AA",SP,$1.00,$1.00,$1,$1,$1.00,5.085
"Bryan Torres",23541,21464,sa885119,STL,2B/OF,$1.00,$1.00,$1,$1,$1.50,1.695
"Brandon Clarke",46441,,sa3067144,"STL AA",SP,$1.00,$1.00,$1,$1,$1.00,1.695
"Devin Taylor",47883,,sa3043560,"ATH AAA",OF,$1.00,$1.00,$1,$1,$1.00,3.39
"David Festa",40772,30056,sa3017788,MIN,SP,$1.00,$1.00,$1,$1,$1.80,6.78
"Charles McAdoo",44183,33323,sa3022823,TOR,1B/2B/3B,$1.00,$1.00,$1,$1,$1.33,1.695
"Braylon Doughty",46385,,sa3067030,"CLE AA",SP,$1.00,$1.00,$1,$1,$1.00,1.695
"Luke Murphy",40686,29952,sa3017653,LAA,RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Danis Correa",25890,,sa3002980,"NYM AA",RP,$1.00,$1.00,$1,$1,$1.00,1.695
"Tanner Gordon",37200,27669,sa3010570,COL,SP/RP,$1.00,$1.00,$1,$1,$1.00,3.39
"Daniel Susac",42178,31441,sa3019997,SFG,C,$1.00,$1.00,$1,$1,$1.20,1.695
"Kody Huff",42278,,sa3019982,"CLE AAA",C/1B/3B,$1.00,$1.00,$1,$1,$1.00,1.695
"Yuki Matsui",44528,33826,sa3023348,SDP,RP,$1.00,$1.00,$1,$1,$1.50,3.39
"Tommy Nance",33232,19178,sa919392,MIN,RP,$1.00,$1.00,$1,$1,$1.50,1.695
"Porter Hodge",37975,26413,sa3011729,CHC,RP,$1.00,$1.00,$1,$1,$1.70,1.695
